,Unnamed: 0,Unnamed: 0.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium laurate,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium stearate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
66,66,66,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.539104371637212,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2362218270699641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,625.0,575.6
67,67,67,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.366017519998004,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2362218270699641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,520.0,541.8
68,68,68,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.731423095680776,-0.0771777605883099,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3725568282288261,-0.9415460216029444,-0.2362218270699641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,692.0,592.6
69,69,69,-0.06592231385454,-0.4330282738669715,1.5828788302999854,-0.2860024936341677,0.3851346623492904,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,1.4592870156794058,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,532.0,591
70,70,70,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,571.0,599.0
71,71,71,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,500.0,590.8
72,72,72,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,510.0,594.0
73,73,73,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,500.0,589.0
74,74,74,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,496.0,576.4
75,75,75,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,574.0,602.8
76,76,76,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,540.0,597.8
77,77,77,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,531.0,597.8
78,78,78,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,580.0,602.8
79,79,79,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,539.0,594.8
80,80,80,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,509.0,583.4
81,81,81,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,574.0,602.2
82,82,82,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,548.0,597.2
83,83,83,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,538.0,597.2
84,84,84,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,580.0,602.2
85,85,85,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,549.0,594.2
86,86,86,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,518.0,582.8
87,87,87,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1811642898141499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,592.0,602.2
88,88,88,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,575.0,602.2
89,89,89,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,550.0,597.2
90,90,90,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,550.0,597.2
91,91,91,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,551.0,594.2
92,92,92,-0.5827952766662334,-0.6602281957440244,-0.2211357361724983,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,0.9000467154913293,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,538.0,582.8
93,93,93,2.776878981609773,0.8165712964568193,4.9236465459897705,3.679850817559868,4.193045398411866,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,5.356471742712692,0.6998735918941257,-0.2545743394885689,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,500.0,586.8
94,94,94,2.776878981609773,0.8165712964568193,4.9236465459897705,3.679850817559868,4.193045398411866,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,5.356471742712692,0.6998735918941257,-0.2903617387048481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,465.0,586.8
95,95,95,2.776878981609773,0.8165712964568193,4.9236465459897705,3.679850817559868,4.193045398411866,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,5.356471742712692,0.6998735918941257,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,495.0,586.8
96,96,96,-0.4966497828642846,-0.554201565534733,0.1908922820959084,-0.2860024936341677,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.0674353274532319,0.2995273446997183,-0.2793502312536852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,620.0,612.4
97,97,97,-0.4966497828642846,-0.554201565534733,0.1908922820959084,-0.2860024936341677,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.0674353274532319,0.2995273446997183,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,570.0,612.4
98,98,98,-0.4966497828642846,-0.554201565534733,0.1908922820959084,-0.2860024936341677,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.0674353274532319,0.2995273446997183,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,590.0,610
99,99,99,-0.4966497828642846,-0.554201565534733,0.1908922820959084,-0.2860024936341677,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.0674353274532319,-0.5011651496890964,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,548.0,576.6
